"raw_text","aspectTerms"
"Went there and had a combination of different seafood dishes and appetizers.","[{'term': 'seafood dishes', 'polarity': 'neutral'}, {'term': 'appetizers', 'polarity': 'neutral'}]"
"Went there for an office lunch.","[{'term': 'office lunch', 'polarity': 'neutral'}]"
"Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.","[{'term': 'reservation sigh', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'negative'}]"
"Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).","[{'term': 'pizza', 'polarity': 'neutral'}]"
"Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.","[{'term': 'drink', 'polarity': 'neutral'}]"
"What I didn't like was how the food came right after it was ordered.","[{'term': 'food', 'polarity': 'negative'}]"
"What an amazing meal and experience!","[{'term': 'meal', 'polarity': 'positive'}]"
"What came to our table was burned beyond recognition and stringy.","[{'term': 'table', 'polarity': 'neutral'}]"
"What generous portions!","[{'term': 'portions', 'polarity': 'positive'}]"
"What is even better, is that the prices are very affordable as well, and the food is really good.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.","[{'term': 'sichuan cooking', 'polarity': 'positive'}, {'term': 'chongqing hotpot', 'polarity': 'positive'}]"
"Whem asked, we had to ask more detailed questions so that we knew what the specials were.","[{'term': 'specials', 'polarity': 'neutral'}]"
"When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.","[{'term': 'bagels', 'polarity': 'neutral'}]"
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!","[{'term': 'pizza', 'polarity': 'positive'}]"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.","[{'term': 'dish', 'polarity': 'neutral'}]"
"When family came in he gave them apps to test their palets, and then ordered for them.","[{'term': 'apps', 'polarity': 'neutral'}]"
"When going out for a nice dinner, I like a nice ambiance as well as very good food.","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.","[{'term': 'gin and tonic', 'polarity': 'neutral'}, {'term': 'tonic', 'polarity': 'neutral'}]"
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.","[{'term': 'Neapolitan pizza', 'polarity': 'positive'}, {'term': 'zucchini blossoms', 'polarity': 'positive'}]"
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'positive'}]"
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time","[{'term': 'place', 'polarity': 'positive'}, {'term': 'Meal', 'polarity': 'positive'}, {'term': 'LOBSTER TAILS', 'polarity': 'positive'}]"
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.","[{'term': 'specials', 'polarity': 'neutral'}]"
"When we sat, we got great and fast service.","[{'term': 'service', 'polarity': 'positive'}]"
"When we were finally seated our waitress came by twice-1 for our order and 2-for our check.","[{'term': 'waitress', 'polarity': 'negative'}, {'term': 'check', 'polarity': 'neutral'}]"
"When you want a piece of beef, head on over.","[{'term': 'beef', 'polarity': 'positive'}]"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[{'term': 'main dining room', 'polarity': 'positive'}, {'term': 'ceiling', 'polarity': 'positive'}]"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'Sushi fix', 'polarity': 'positive'}]"
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","[{'term': 'tanks', 'polarity': 'negative'}, {'term': 'tanks', 'polarity': 'positive'}, {'term': 'dim sum', 'polarity': 'neutral'}, {'term': 'brunch', 'polarity': 'neutral'}]"
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","[{'term': 'parmesean porcini souffle', 'polarity': 'positive'}, {'term': 'lamb glazed with balsamic vinegar', 'polarity': 'positive'}]"
"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.","[{'term': 'burger', 'polarity': 'positive'}, {'term': 'pastas', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'staples', 'polarity': 'positive'}]"
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.","[{'term': 'drinks', 'polarity': 'negative'}, {'term': 'bars', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'positive'}]"
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'entree range', 'polarity': 'positive'}]"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"While the food was excellent, it wasn't cheap (though not extremely expensive either).","[{'term': 'food', 'polarity': 'positive'}]"
"While the food was good (certainly no Il Mulino) the service was horrendous.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.","[{'term': 'menu', 'polarity': 'conflict'}]"
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.","[{'term': 'classical furniture', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'negative'}]"
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
"While the prices are nothing special, the portions are huge.","[{'term': 'prices', 'polarity': 'neutral'}, {'term': 'portions', 'polarity': 'positive'}]"
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","[{'term': 'room', 'polarity': 'negative'}, {'term': 'plate', 'polarity': 'positive'}]"
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","[{'term': 'staff', 'polarity': 'positive'}]"
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.","[{'term': 'corned beef sandwich', 'polarity': 'positive'}]"
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[{'term': 'capex', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'neutral'}]"
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","[{'term': 'rice', 'polarity': 'positive'}, {'term': 'entrees', 'polarity': 'positive'}]"
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}]"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[{'term': 'chef', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'cuisine', 'polarity': 'neutral'}, {'term': 'Indian', 'polarity': 'positive'}]"
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","[{'term': 'food', 'polarity': 'positive'}]"
"Why do people rave about the ambience.","[{'term': 'ambience', 'polarity': 'negative'}]"
"Why make a reservation if you aren't going to keep it?","[{'term': 'reservation', 'polarity': 'negative'}]"
"Will have to return to try the chocolate!","[{'term': 'chocolate', 'polarity': 'positive'}]"
"Wine list is not huge but def well selected.","[{'term': 'Wine list', 'polarity': 'conflict'}]"
"Wine list selection is good and wine-by-the-glass was generously filled to the top.","[{'term': 'Wine list selection', 'polarity': 'positive'}, {'term': 'wine-by-the-glass', 'polarity': 'positive'}]"
"Winnie and her staff are the best crew you can find serving you.","[{'term': 'crew', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'serving', 'polarity': 'positive'}]"
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'wait-staff', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'management', 'polarity': 'negative'}, {'term': 'diner', 'polarity': 'negative'}]"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'lemon salad', 'polarity': 'negative'}, {'term': 'pepper', 'polarity': 'negative'}]"
"With the great variety on the menu , I eat here often and never get bored .","[{'term': 'menu', 'polarity': 'positive'}]"
"With the theater 2 blocks away we had a delicious meal in a beautiful room.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'positive'}]"
"Won't or Can't is not in the service directory.","[{'term': 'service', 'polarity': 'positive'}]"
"Wonderful strawberry daiquiries as well!","[{'term': 'strawberry daiquiries', 'polarity': 'positive'}]"
"Worse of all, $60 was erroneously added to our $80 bill.","[{'term': 'bill', 'polarity': 'negative'}]"
"Wouldn't recomend it for dinner!","[{'term': 'dinner', 'polarity': 'negative'}]"
"Wow over 100 beers to choose from.","[{'term': 'beers', 'polarity': 'positive'}]"
"Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.","[{'term': 'salt', 'polarity': 'negative'}]"
"Yeah, sometimes the service can be slow.","[{'term': 'service', 'polarity': 'negative'}]"
